DEB [20220215-10:36:08.428] thr=1   paramiko.transport: starting thread (client mode): 0x435e4048
DEB [20220215-10:54:14.185] thr=4   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-10:54:14.190] thr=4   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-10:54:14.190] thr=4   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-10:54:14.191] thr=4   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-10:54:14.191] thr=4   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-10:54:14.191] thr=4   paramiko.transport: server key: ssh-rsa
DEB [20220215-10:54:14.191] thr=4   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-10:54:14.191] thr=4   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-10:54:14.192] thr=4   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-10:54:14.192] thr=4   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-10:54:14.192] thr=4   paramiko.transport: client compress: zlib, none
DEB [20220215-10:54:14.192] thr=4   paramiko.transport: server compress: zlib, none
DEB [20220215-10:54:14.192] thr=4   paramiko.transport: client lang: <none>
DEB [20220215-10:54:14.192] thr=4   paramiko.transport: server lang: <none>
DEB [20220215-10:54:14.192] thr=4   paramiko.transport: kex follows: False
DEB [20220215-10:54:14.192] thr=4   paramiko.transport: === Key exchange agreements ===
DEB [20220215-10:54:14.192] thr=4   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-10:54:14.192] thr=4   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-10:54:14.193] thr=4   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-10:54:14.193] thr=4   paramiko.transport: MAC: hmac-sha1
DEB [20220215-10:54:14.193] thr=4   paramiko.transport: Compression: none
DEB [20220215-10:54:14.193] thr=4   paramiko.transport: === End of kex handshake ===
DEB [20220215-10:54:14.233] thr=4   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-10:54:14.233] thr=4   paramiko.transport: Switch to new keys ...
DEB [20220215-10:54:14.234] thr=2   paramiko.transport: Attempting password auth...
DEB [20220215-10:54:14.235] thr=4   paramiko.transport: userauth is OK
INF [20220215-10:54:14.235] thr=4   paramiko.transport: Authentication (password) failed.
DEB [20220215-10:54:20.860] thr=5   paramiko.transport: starting thread (client mode): 0xa08b6f98
DEB [20220215-10:54:20.860] thr=5   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-10:54:20.865] thr=5   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-10:54:20.865] thr=5   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-10:54:20.866] thr=5   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-10:54:20.866] thr=5   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-10:54:20.866] thr=5   paramiko.transport: server key: ssh-rsa
DEB [20220215-10:54:20.866] thr=5   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-10:54:20.866] thr=5   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-10:54:20.866] thr=5   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-10:54:20.866] thr=5   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-10:54:20.866] thr=5   paramiko.transport: client compress: zlib, none
DEB [20220215-10:54:20.867] thr=5   paramiko.transport: server compress: zlib, none
DEB [20220215-10:54:20.867] thr=5   paramiko.transport: client lang: <none>
DEB [20220215-10:54:20.867] thr=5   paramiko.transport: server lang: <none>
DEB [20220215-10:54:20.867] thr=5   paramiko.transport: kex follows: False
DEB [20220215-10:54:20.867] thr=5   paramiko.transport: === Key exchange agreements ===
DEB [20220215-10:54:20.867] thr=5   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-10:54:20.867] thr=5   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-10:54:20.867] thr=5   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-10:54:20.867] thr=5   paramiko.transport: MAC: hmac-sha1
DEB [20220215-10:54:20.868] thr=5   paramiko.transport: Compression: none
DEB [20220215-10:54:20.868] thr=5   paramiko.transport: === End of kex handshake ===
DEB [20220215-10:54:20.908] thr=5   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-10:54:20.909] thr=5   paramiko.transport: Switch to new keys ...
DEB [20220215-10:54:20.909] thr=2   paramiko.transport: Attempting password auth...
DEB [20220215-10:54:20.910] thr=5   paramiko.transport: userauth is OK
INF [20220215-10:54:20.910] thr=5   paramiko.transport: Authentication (password) failed.
DEB [20220215-10:59:43.505] thr=1   paramiko.transport: starting thread (client mode): 0xf9204a20
DEB [20220215-10:59:43.506] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-10:59:43.506] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-10:59:43.506] thr=1   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-10:59:43.508] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-10:59:43.508] thr=1   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-10:59:43.508] thr=1   paramiko.transport: server key: ssh-rsa
DEB [20220215-10:59:43.508] thr=1   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-10:59:43.508] thr=1   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-10:59:43.508] thr=1   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-10:59:43.508] thr=1   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-10:59:43.509] thr=1   paramiko.transport: client compress: zlib, none
DEB [20220215-10:59:43.509] thr=1   paramiko.transport: server compress: zlib, none
DEB [20220215-10:59:43.509] thr=1   paramiko.transport: client lang: <none>
DEB [20220215-10:59:43.509] thr=1   paramiko.transport: server lang: <none>
DEB [20220215-10:59:43.509] thr=1   paramiko.transport: kex follows: False
DEB [20220215-10:59:43.509] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20220215-10:59:43.509] thr=1   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-10:59:43.509] thr=1   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-10:59:43.509] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-10:59:43.509] thr=1   paramiko.transport: MAC: hmac-sha1
DEB [20220215-10:59:43.510] thr=1   paramiko.transport: Compression: none
DEB [20220215-10:59:43.510] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20220215-10:59:43.549] thr=1   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-10:59:43.550] thr=1   paramiko.transport: Switch to new keys ...
DEB [20220215-10:59:43.551] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20220215-10:59:43.551] thr=1   paramiko.transport: userauth is OK
DEB [20220215-10:59:43.551] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20220215-10:59:43.551] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20220215-10:59:43.551] thr=1   paramiko.transport: Server did not send a server-sig-algs list; defaulting to our first preferred algo ('rsa-sha2-512')
DEB [20220215-10:59:43.551] thr=1   paramiko.transport: NOTE: you may use the 'disabled_algorithms' SSHClient/Transport init kwarg to disable that or other algorithms if your server does not support them!
DEB [20220215-10:59:43.553] thr=1   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20220215-10:59:43.553] thr=1   paramiko.transport: Allowed methods: ['']
DEB [20220215-10:59:45.256] thr=1   paramiko.transport: EOF in transport thread
DEB [20220215-11:00:05.814] thr=1   paramiko.transport: starting thread (client mode): 0x3085ad30
DEB [20220215-11:00:05.815] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:00:05.815] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:00:05.815] thr=1   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:00:05.818] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:00:05.818] thr=1   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:00:05.818] thr=1   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:00:05.818] thr=1   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:00:05.818] thr=1   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:00:05.818] thr=1   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:00:05.818] thr=1   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:00:05.818] thr=1   paramiko.transport: client compress: zlib, none
DEB [20220215-11:00:05.818] thr=1   paramiko.transport: server compress: zlib, none
DEB [20220215-11:00:05.819] thr=1   paramiko.transport: client lang: <none>
DEB [20220215-11:00:05.819] thr=1   paramiko.transport: server lang: <none>
DEB [20220215-11:00:05.819] thr=1   paramiko.transport: kex follows: False
DEB [20220215-11:00:05.819] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:00:05.819] thr=1   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:00:05.819] thr=1   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:00:05.819] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:00:05.819] thr=1   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:00:05.819] thr=1   paramiko.transport: Compression: none
DEB [20220215-11:00:05.820] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20220215-11:00:05.859] thr=1   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:00:05.860] thr=1   paramiko.transport: Switch to new keys ...
DEB [20220215-11:00:05.860] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20220215-11:00:05.861] thr=1   paramiko.transport: userauth is OK
DEB [20220215-11:00:05.861] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20220215-11:00:05.861] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20220215-11:00:05.861] thr=1   paramiko.transport: Server did not send a server-sig-algs list; defaulting to our first preferred algo ('rsa-sha2-512')
DEB [20220215-11:00:05.861] thr=1   paramiko.transport: NOTE: you may use the 'disabled_algorithms' SSHClient/Transport init kwarg to disable that or other algorithms if your server does not support them!
DEB [20220215-11:00:05.863] thr=1   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20220215-11:00:05.863] thr=1   paramiko.transport: Allowed methods: ['']
DEB [20220215-11:01:17.153] thr=3   paramiko.transport: starting thread (client mode): 0x30fe04a8
DEB [20220215-11:01:17.153] thr=3   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:01:17.157] thr=3   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:01:17.158] thr=3   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:01:17.159] thr=3   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:01:17.159] thr=3   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:01:17.159] thr=3   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:01:17.159] thr=3   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:01:17.159] thr=3   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:01:17.159] thr=3   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:01:17.159] thr=3   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:01:17.159] thr=3   paramiko.transport: client compress: zlib, none
DEB [20220215-11:01:17.159] thr=3   paramiko.transport: server compress: zlib, none
DEB [20220215-11:01:17.160] thr=3   paramiko.transport: client lang: <none>
DEB [20220215-11:01:17.160] thr=3   paramiko.transport: server lang: <none>
DEB [20220215-11:01:17.160] thr=3   paramiko.transport: kex follows: False
DEB [20220215-11:01:17.160] thr=3   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:01:17.160] thr=3   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:01:17.160] thr=3   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:01:17.160] thr=3   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:01:17.160] thr=3   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:01:17.160] thr=3   paramiko.transport: Compression: none
DEB [20220215-11:01:17.161] thr=3   paramiko.transport: === End of kex handshake ===
DEB [20220215-11:01:17.199] thr=3   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:01:17.200] thr=3   paramiko.transport: Switch to new keys ...
DEB [20220215-11:01:17.200] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20220215-11:01:17.202] thr=3   paramiko.transport: userauth is OK
DEB [20220215-11:01:17.202] thr=3   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20220215-11:01:17.202] thr=3   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20220215-11:01:17.202] thr=3   paramiko.transport: Server did not send a server-sig-algs list; defaulting to our first preferred algo ('rsa-sha2-512')
DEB [20220215-11:01:17.202] thr=3   paramiko.transport: NOTE: you may use the 'disabled_algorithms' SSHClient/Transport init kwarg to disable that or other algorithms if your server does not support them!
DEB [20220215-11:01:17.204] thr=3   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20220215-11:01:17.204] thr=3   paramiko.transport: Allowed methods: ['']
DEB [20220215-11:02:12.929] thr=4   paramiko.transport: starting thread (client mode): 0x3113d7f0
DEB [20220215-11:02:12.929] thr=4   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:02:12.935] thr=4   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:02:12.935] thr=4   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:02:12.936] thr=4   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:02:12.936] thr=4   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:02:12.936] thr=4   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:02:12.936] thr=4   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:02:12.936] thr=4   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:02:12.936] thr=4   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:02:12.937] thr=4   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:02:12.937] thr=4   paramiko.transport: client compress: zlib, none
DEB [20220215-11:02:12.937] thr=4   paramiko.transport: server compress: zlib, none
DEB [20220215-11:02:12.937] thr=4   paramiko.transport: client lang: <none>
DEB [20220215-11:02:12.937] thr=4   paramiko.transport: server lang: <none>
DEB [20220215-11:02:12.937] thr=4   paramiko.transport: kex follows: False
DEB [20220215-11:02:12.937] thr=4   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:02:12.937] thr=4   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:02:12.937] thr=4   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:02:12.937] thr=4   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:02:12.937] thr=4   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:02:12.938] thr=4   paramiko.transport: Compression: none
DEB [20220215-11:02:12.938] thr=4   paramiko.transport: === End of kex handshake ===
DEB [20220215-11:02:12.978] thr=4   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:02:12.978] thr=4   paramiko.transport: Switch to new keys ...
DEB [20220215-11:02:12.979] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20220215-11:02:12.979] thr=4   paramiko.transport: userauth is OK
DEB [20220215-11:02:12.979] thr=4   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20220215-11:02:12.979] thr=4   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20220215-11:02:12.979] thr=4   paramiko.transport: Server did not send a server-sig-algs list; defaulting to our first preferred algo ('rsa-sha2-512')
DEB [20220215-11:02:12.979] thr=4   paramiko.transport: NOTE: you may use the 'disabled_algorithms' SSHClient/Transport init kwarg to disable that or other algorithms if your server does not support them!
DEB [20220215-11:02:12.981] thr=4   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20220215-11:02:12.981] thr=4   paramiko.transport: Allowed methods: ['']
DEB [20220215-11:02:17.956] thr=5   paramiko.transport: starting thread (client mode): 0x31107860
DEB [20220215-11:02:17.957] thr=5   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:02:17.962] thr=5   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:02:17.962] thr=5   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:02:17.963] thr=5   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:02:17.963] thr=5   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:02:17.963] thr=5   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:02:17.963] thr=5   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:02:17.963] thr=5   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:02:17.963] thr=5   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:02:17.963] thr=5   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:02:17.964] thr=5   paramiko.transport: client compress: zlib, none
DEB [20220215-11:02:17.964] thr=5   paramiko.transport: server compress: zlib, none
DEB [20220215-11:02:17.964] thr=5   paramiko.transport: client lang: <none>
DEB [20220215-11:02:17.964] thr=5   paramiko.transport: server lang: <none>
DEB [20220215-11:02:17.964] thr=5   paramiko.transport: kex follows: False
DEB [20220215-11:02:17.964] thr=5   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:02:17.964] thr=5   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:02:17.964] thr=5   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:02:17.964] thr=5   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:02:17.965] thr=5   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:02:17.965] thr=5   paramiko.transport: Compression: none
DEB [20220215-11:02:17.965] thr=5   paramiko.transport: === End of kex handshake ===
DEB [20220215-11:02:18.005] thr=5   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:02:18.005] thr=5   paramiko.transport: Switch to new keys ...
DEB [20220215-11:02:18.006] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20220215-11:02:18.006] thr=5   paramiko.transport: userauth is OK
DEB [20220215-11:02:18.006] thr=5   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20220215-11:02:18.006] thr=5   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20220215-11:02:18.006] thr=5   paramiko.transport: Server did not send a server-sig-algs list; defaulting to our first preferred algo ('rsa-sha2-512')
DEB [20220215-11:02:18.007] thr=5   paramiko.transport: NOTE: you may use the 'disabled_algorithms' SSHClient/Transport init kwarg to disable that or other algorithms if your server does not support them!
DEB [20220215-11:02:18.008] thr=5   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20220215-11:02:18.008] thr=5   paramiko.transport: Allowed methods: ['']
DEB [20220215-11:02:26.501] thr=6   paramiko.transport: starting thread (client mode): 0x311499e8
DEB [20220215-11:02:26.501] thr=6   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:02:26.506] thr=6   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:02:26.506] thr=6   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:02:26.507] thr=6   paramiko.transport: === Key exchange possibilities ===
DEB [20220215-11:02:26.507] thr=6   paramiko.transport: kex algos: diffie-hellman-group1-sha1, diffie-hellman-group14-sha1
DEB [20220215-11:02:26.507] thr=6   paramiko.transport: server key: ssh-rsa
DEB [20220215-11:02:26.508] thr=6   paramiko.transport: client encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:02:26.508] thr=6   paramiko.transport: server encrypt: aes128-cbc, aes128-ctr, 3des-cbc, blowfish-cbc, aes192-cbc, aes192-ctr, aes256-cbc, aes256-ctr, rijndael128-cbc, rijndael192-cbc, rijndael256-cbc, rijndael-cbc@lysator.liu.se
DEB [20220215-11:02:26.508] thr=6   paramiko.transport: client mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:02:26.508] thr=6   paramiko.transport: server mac: hmac-sha1, hmac-md5, none
DEB [20220215-11:02:26.508] thr=6   paramiko.transport: client compress: zlib, none
DEB [20220215-11:02:26.508] thr=6   paramiko.transport: server compress: zlib, none
DEB [20220215-11:02:26.508] thr=6   paramiko.transport: client lang: <none>
DEB [20220215-11:02:26.508] thr=6   paramiko.transport: server lang: <none>
DEB [20220215-11:02:26.508] thr=6   paramiko.transport: kex follows: False
DEB [20220215-11:02:26.508] thr=6   paramiko.transport: === Key exchange agreements ===
DEB [20220215-11:02:26.508] thr=6   paramiko.transport: Kex: diffie-hellman-group14-sha1
DEB [20220215-11:02:26.509] thr=6   paramiko.transport: HostKey: ssh-rsa
DEB [20220215-11:02:26.509] thr=6   paramiko.transport: Cipher: aes128-ctr
DEB [20220215-11:02:26.509] thr=6   paramiko.transport: MAC: hmac-sha1
DEB [20220215-11:02:26.509] thr=6   paramiko.transport: Compression: none
DEB [20220215-11:02:26.509] thr=6   paramiko.transport: === End of kex handshake ===
DEB [20220215-11:02:26.550] thr=6   paramiko.transport: kex engine KexGroup14 specified hash_algo <built-in function openssl_sha1>
DEB [20220215-11:02:26.551] thr=6   paramiko.transport: Switch to new keys ...
DEB [20220215-11:02:26.551] thr=2   paramiko.transport: Attempting public-key auth...
DEB [20220215-11:02:26.552] thr=6   paramiko.transport: userauth is OK
DEB [20220215-11:02:26.552] thr=6   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20220215-11:02:26.552] thr=6   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20220215-11:02:26.552] thr=6   paramiko.transport: Server did not send a server-sig-algs list; defaulting to our first preferred algo ('rsa-sha2-512')
DEB [20220215-11:02:26.552] thr=6   paramiko.transport: NOTE: you may use the 'disabled_algorithms' SSHClient/Transport init kwarg to disable that or other algorithms if your server does not support them!
DEB [20220215-11:02:26.554] thr=6   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20220215-11:02:26.554] thr=6   paramiko.transport: Allowed methods: ['']
DEB [20220215-11:03:57.391] thr=7   paramiko.transport: starting thread (client mode): 0x31148c88
DEB [20220215-11:03:57.391] thr=7   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.9.2
DEB [20220215-11:03:57.398] thr=7   paramiko.transport: Remote version/idstring: SSH-2.0-WeOnlyDo-wodFTPD 3.3.0.424
INF [20220215-11:03:57.398] thr=7   paramiko.transport: Connected (version 2.0, client WeOnlyDo-wodFTPD)
DEB [20220215-11:03:57.399] thr=7   paramiko.transport: === Key exchange possibilities ===
